transcript,gene_name,coords,entrezgene_id,hgnc_id,uniprot_id,description,type,rank,Frel,TID
p3@JARID2,JARID2,chr6:15246217..15246228;+,e:3720,h:6196,u:Q92833,jumonji and AT-rich interaction domain containing 2,gene with protein product,333,0.7903,T160761
p1@C21orf58,C21orf58,chr21:47743719..47743792;-,e:54058,h:1300,u:P58505;u:Q8N7N9;u:Q0VAL8;u:C9JH41,chromosome 21 open reading frame 58,gene with protein product,334,0.79,T106310
p2@PLA2G4C,PLA2G4C,chr19:48614095..48614113;-,e:8605,h:9037,u:Q9UP65;u:B4DI40,phospholipase A2 group IVC,gene with protein product,335,0.7886,T076279
p4@BMP4,BMP4,chr14:54423459..54423483;-,e:652,h:1071,u:P12644,bone morphogenetic protein 4,gene with protein product,336,0.7881,T038738
p2@CTSF,CTSF,chr11:66336060..66336089;-,e:8722,h:2531,u:Q9UBX1,cathepsin F,gene with protein product,337,0.7881,T017335
p1@LSG1,LSG1,chr3:194392904..194392966;-,e:55341,h:25652,u:F8WFC6,large 60S subunit nuclear export GTPase 1,gene with protein product,338,0.7877,T133319
p1@CCT3,CCT3,chr1:156308018..156308101;-,e:7203,h:1616,u:E9PRN0;u:P49368;u:E9PRM9;u:B4DUR8;u:E9PM09;u:E9PRC8;u:E9PQ35,chaperonin containing TCP1 subunit 3,gene with protein product,339,0.7872,T083592
p2@SLC5A6,SLC5A6,chr2:27434773..27434838;-,e:8884,h:11041,u:E7ENN0,solute carrier family 5 member 6,gene with protein product,340,0.7863,T121619
p1@SNRPD1,SNRPD1,chr18:19192235..19192337;+,e:6632,h:11158,u:P62314,small nuclear ribonucleoprotein D1 polypeptide,gene with protein product,341,0.7856,T066047
p1@EVC,EVC,chr4:5712898..5712937;+,e:2121,h:3497,u:P57679,EvC ciliary complex subunit 1,gene with protein product,342,0.7851,T144463
p7@HDGF,HDGF,chr1:156714045..156714088;-,e:3068,h:4856,,hepatoma-derived growth factor,gene with protein product,343,0.7841,T083761
p2@AK3,AK3,chr9:4741217..4741234;-,e:50808,h:17376,u:E7ET30;u:Q9UIJ7,adenylate kinase 3,gene with protein product,344,0.7836,T193395
p2@STRA13,CENPX,chr17:79980687..79980722;-,e:201254,h:11422,,centromere protein X,gene with protein product,345,0.783,T065079
p4@MRAS,MRAS,chr3:138067666..138067745;+,e:22808,h:7227,u:B4DIK0;u:C9J601,muscle RAS oncogene homolog,gene with protein product,346,0.782,T129509
p3@ME3,ME3,chr11:86383485..86383581;-,e:10873,h:6985,u:E9PKA0,malic enzyme 3,gene with protein product,347,0.7815,T019300
p1@SLMAP,SLMAP,chr3:57741989..57742045;+,e:7871,h:16643,,sarcolemma associated protein,gene with protein product,348,0.7802,T136583
p1@RAB7L1,RAB29,chr1:205744575..205744617;-,e:8934,h:9789,u:O14966;u:C9JE77;u:E9PL56;u:B2R7I9;u:Q6FGU7;u:B4E1K3,RAB29; member RAS oncogene family,gene with protein product,349,0.7797,T088540
p2@SCP2,SCP2,chr1:53392926..53392987;+,e:6342,h:10606,u:A6NM69;u:C9JC79;u:E9PLD1;u:B4DHP6;u:Q6NXF4;u:P22307,sterol carrier protein 2,gene with protein product,350,0.7797,T095366
p3@CD59,CD59,chr11:33758004..33758013;-,e:966,h:1689,u:P13987;u:Q6FHM9,CD59 molecule,gene with protein product,351,0.7763,T013678
p4@LRP1,LRP1,chr12:57522245..57522256;+,e:4035,h:6692,u:Q7Z7K9,LDL receptor related protein 1,gene with protein product,352,0.7763,T027301
p3@POLE3,POLE3,chr9:116172946..116172962;-,e:54107,h:13546,u:Q9NRF9,DNA polymerase epsilon 3; accessory subunit,gene with protein product,353,0.7741,T188697
p1@NAF1,NAF1,chr4:164087974..164088088;-,e:92345,h:25126,u:Q96HR8;u:E9PAZ2,nuclear assembly factor 1 ribonucleoprotein,gene with protein product,354,0.7734,T141376
p1@FANCD2,FANCD2,chr3:10068095..10068170;+,e:2177,h:3585,u:Q9BXW9;u:F8WE37,Fanconi anemia complementation group D2,gene with protein product,355,0.7718,T126786
p3@LIN54,LIN54,chr4:83934078..83934108;-,e:132660,h:25397,,lin-54 DREAM MuvB core complex component,gene with protein product,356,0.7711,T146358
p4@HMGN1,HMGN1,chr21:40720925..40720943;-,e:3150,h:4984,,high mobility group nucleosome binding domain 1,gene with protein product,357,0.7678,T105254
p3@KPNA2,KPNA2,chr17:66031887..66031896;+,e:3838,h:6395,u:P52292;u:Q7Z726,karyopherin subunit alpha 2,gene with protein product,358,0.7677,T062126
p2@MAD2L1,MAD2L1,chr4:120987899..120987928;-,e:4085,h:6763,,MAD2 mitotic arrest deficient-like 1 (yeast),gene with protein product,359,0.7668,T139374
p1@FBXO25,FBXO25,chr8:356942..356967;+,e:26260,h:13596,u:Q8TCJ0,F-box protein 25,gene with protein product,360,0.7668,T184367
p1@CCDC53,WASHC3,chr12:102455743..102455826;-,e:51019,h:24256,u:F5H2P1;u:F5GXZ4;u:F5H0A7;u:F5GWI9,WASH complex subunit 3,gene with protein product,361,0.7654,T020133
p17@TMEM66,SARAF,chr8:29940606..29940618;-,e:51669,h:28789,u:E5RFJ9,store-operated calcium entry associated regulatory factor,gene with protein product,362,0.7652,T184118
p1@GALNT2,GALNT2,chr1:230202936..230203001;+,e:2590,h:4124,u:Q10471;u:F5GYB2,polypeptide N-acetylgalactosaminyltransferase 2,gene with protein product,363,0.7644,T090880
p1@BYSL,BYSL,chr6:41889229..41889246;+,e:705,h:1157,,bystin like,gene with protein product,364,0.7636,T165791
p3@YBEY,YBEY,chr21:47706343..47706356;+,e:54059,h:1299,,ybeY metallopeptidase (putative),gene with protein product,365,0.7634,T106303
p1@SIVA1,SIVA1,chr14:105219501..105219550;+,e:10572,h:17712,u:G3V3U1,SIVA1 apoptosis inducing factor,gene with protein product,366,0.7622,T035747
p23@HNRNPUL1,HNRNPUL1,chr19:41808786..41808809;+,e:11100,h:17011,u:Q9BUJ2,heterogeneous nuclear ribonucleoprotein U like 1,gene with protein product,367,0.7615,T074548
p2@REEP3,REEP3,chr10:65281198..65281243;+,e:221035,h:23711,,receptor accessory protein 3,gene with protein product,368,0.76,T005963
p1@SUMF1,SUMF1,chr3:4508925..4508962;-,e:285362,h:20376,u:G5E9B0;u:E9PGL0;u:F5GXA0;u:E9PF05;u:F5GXF1;u:Q8NBK3;u:Q0VAC6,sulfatase modifying factor 1,gene with protein product,369,0.7583,T134944
p1@ING5,ING5,chr2:242641442..242641478;+,e:84289,h:19421,u:Q8WYH8;u:E9PEN0;u:Q53NU6,inhibitor of growth family member 5,gene with protein product,370,0.7577,T121196
p1@TIRAP,TIRAP,chr11:126152954..126152999;+,e:114609,h:17192,u:F8WAI7;u:P58753;u:F5H2K1;u:Q56UH9,TIR domain containing adaptor protein,gene with protein product,371,0.7573,T011410
p1@PQBP1,PQBP1,chrX:48755202..48755223;+,e:10084,h:9330,u:O60828,polyglutamine binding protein 1,gene with protein product,372,0.7551,T200112
p1@HCFC1,HCFC1,chrX:153237261..153237295;-,e:3054,h:4839,u:P51610,host cell factor C1,gene with protein product,373,0.7545,T198309
p1@PNP,PNP,chr14:20937557..20937574;+,e:4860,h:7892,u:G3V308,purine nucleoside phosphorylase,gene with protein product,374,0.7544,T036271
p1@RRP1B,RRP1B,chr21:45079409..45079452;+,e:23076,h:23818,u:Q14684,ribosomal RNA processing 1B,gene with protein product,375,0.7544,T105722
p6@NPEPPS,NPEPPS,chr17:45608733..45608767;+,e:9520,h:7900,u:E9PJY4,aminopeptidase puromycin sensitive,gene with protein product,376,0.7534,T059676
p1@NUP35,NUP35,chr2:183989157..183989179;+,e:129401,h:29797,u:B4DP57,nucleoporin 35,gene with protein product,377,0.753,T116194
p1@NUDCD2,NUDCD2,chr5:162887071..162887166;-,e:134492,h:30535,u:Q8WVJ2;u:B2R4V0,NudC domain containing 2,gene with protein product,378,0.7516,T151706
p5@SFPQ,SFPQ,chr1:35657108..35657135;-,e:6421,h:10774,u:P23246,splicing factor proline and glutamine rich,gene with protein product,379,0.7514,T093772
p4@PNKP,PNKP,chr19:50370219..50370275;-,e:11284,h:9154,,polynucleotide kinase 3'-phosphatase,gene with protein product,380,0.7511,T076906
p1@RPS27A,RPS27A,chr2:55459808..55459860;+,e:6233,h:10417,u:P62979;u:B2RDW1,ribosomal protein S27a,gene with protein product,381,0.7506,T123721
p1@FUBP1,FUBP1,chr1:78444738..78444773;-,e:8880,h:4004,u:Q96AE4;u:F8W7W2;u:B4E0X8;u:B4DT31,far upstream element binding protein 1,gene with protein product,382,0.7505,T096852
p5@SIRPA,SIRPA,chr20:1875645..1875708;+,e:140885,h:9662,u:B2R6C3;u:P78324,signal regulatory protein alpha,gene with protein product,383,0.7493,T098771
p1@FANCI,FANCI,chr15:89787185..89787263;+,e:55215,h:25568,u:Q9NVI1;u:F8W7R3;u:B3KNW8,Fanconi anemia complementation group I,gene with protein product,384,0.7491,T047618
p1@CTSO,CTSO,chr4:156875003..156875074;-,e:1519,h:2542,u:P43234,cathepsin O,gene with protein product,385,0.7479,T141005
p8@GYPC,GYPC,chr2:127413626..127413633;+,e:2995,h:4704,,glycophorin C (Gerbich blood group),gene with protein product,386,0.7461,T111886
p1@UBE2S,UBE2S,chr19:55919144..55919163;-,e:27338,h:17895,u:Q16763,ubiquitin conjugating enzyme E2 S,gene with protein product,387,0.7459,T078232
p2@FAM190B,CCSER2,chr10:86088337..86088377;+,e:54462,h:29197,u:Q9H7U1,coiled-coil serine rich protein 2,gene with protein product,388,0.7454,T007602
p6@TAL1,TAL1,chr1:47696918..47696935;-,e:6886,h:11556,,TAL bHLH transcription factor 1; erythroid differentiation factor,gene with protein product,389,0.7453,T095069
p2@CSNK1G3,CSNK1G3,chr5:122847864..122847900;+,e:1456,h:2456,,casein kinase 1 gamma 3,gene with protein product,390,0.7448,T148176
p2@TBC1D2B,TBC1D2B,chr15:78369842..78369904;-,e:23102,h:29183,u:Q9UPU7,TBC1 domain family member 2B,gene with protein product,391,0.7444,T046802
p1@TPCN1,TPCN1,chr12:113659261..113659300;+,e:53373,h:18182,u:F8W0K7,two pore segment channel 1,gene with protein product,392,0.7439,T021272
p3@BHLHE41,BHLHE41,chr12:26277929..26277955;-,e:79365,h:16617,u:Q8TAT1;u:Q9C0J9,basic helix-loop-helix family member e41,gene with protein product,393,0.7419,T024242
p1@AK3,AK3,chr9:4741182..4741211;-,e:50808,h:17376,u:E7ET30;u:Q9UIJ7,adenylate kinase 3,gene with protein product,394,0.7418,T193394
p1@CMPK1,CMPK1,chr1:47799446..47799493;+,e:51727,h:18170,u:Q5T0D2;u:P30085;u:E9PGI8;u:B2R6S5,cytidine/uridine monophosphate kinase 1,gene with protein product,395,0.7415,T095084
p1@CHRAC1,CHRAC1,chr8:141521386..141521469;+,e:54108,h:13544,u:Q9NRG0;u:E5RGS9,chromatin accessibility complex 1,gene with protein product,396,0.7408,T181879
p1@ASF1B,ASF1B,chr19:14247387..14247409;-,e:55723,h:20996,,anti-silencing function 1B histone chaperone,gene with protein product,397,0.7405,T070619
p1@POLR2M,POLR2M,chr15:57998870..57998917;+,e:81488,h:14862,u:E9PP13;u:P0CAP1;u:P0CAP2;u:Q6EEV4,RNA polymerase II subunit M,gene with protein product,398,0.7403,T044884
p1@SLC29A1,SLC29A1,chr6:44191290..44191341;+,e:2030,h:11003,u:Q99808,solute carrier family 29 member 1 (Augustine blood group),gene with protein product,399,0.7399,T166176
p1@SCNM1,SCNM1,chr1:151138526..151138638;+,e:100534012;e:79005,h:23136,,sodium channel modifier 1,gene with protein product,400,0.7394,T082350
p3@SLC19A1,SLC19A1,chr21:46962379..46962390;-,e:6573,h:10937,u:P41440;u:E9PFY4;u:Q9BTX8,solute carrier family 19 member 1,gene with protein product,401,0.7394,T106088
p2@HNRNPM,HNRNPM,chr19:8536242..8536256;+,e:4670,h:5046,u:P52272,heterogeneous nuclear ribonucleoprotein M,gene with protein product,402,0.7387,T079479
p2@CHSY1,CHSY1,chr15:101792171..101792190;-,e:22856,h:17198,u:Q86X52,chondroitin sulfate synthase 1,gene with protein product,403,0.7385,T042184
p1@LAGE3,LAGE3,chrX:153707246..153707306;-,e:8270,h:26058,u:B0S8I7,L antigen family member 3,gene with protein product,404,0.7369,T198487
p1@VPS37A,VPS37A,chr8:17104430..17104501;+,e:137492,h:24928,u:E5RJX6;u:E5RJ10;u:E5RG91,VPS37A; ESCRT-I subunit,gene with protein product,405,0.7368,T182667
p3@GART,GART,chr21:34915147..34915178;-,e:2618,h:4163,u:P22102,phosphoribosylglycinamide formyltransferase; phosphoribosylglycinamide synthetase; phosphoribosylaminoimidazole synthetase,gene with protein product,406,0.7368,T104730
p2@TMEM48,NDC1,chr1:54304142..54304204;-,e:55706,h:25525,,NDC1 transmembrane nucleoporin,gene with protein product,407,0.7363,T095439
p3@INPP5B,INPP5B,chr1:38325428..38325469;+,e:3633,h:6077,,inositol polyphosphate-5-phosphatase B,gene with protein product,408,0.7355,T094115
p9@NUP153,NUP153,chr6:17706539..17706588;-,e:9972,h:8062,u:P49790,nucleoporin 153,gene with protein product,409,0.7338,T162278
p1@ASMTL,ASMTL,chrX:1571759..1571808;-,e:8623,h:751,u:O95671;u:E7ER97,acetylserotonin O-methyltransferase-like,gene with protein product,410,0.7328,T198616
p1@NUP205,NUP205,chr7:135242652..135242689;+,e:23165,h:18658,u:Q92621;u:F8WCW4;u:E7ET25;u:F2Z2D0,nucleoporin 205,gene with protein product,411,0.7326,T171342
p1@VRK1,VRK1,chr14:97263676..97263764;+,e:7443,h:12718,u:Q99986,vaccinia related kinase 1,gene with protein product,412,0.7317,T041966
p1@BHLHE41,BHLHE41,chr12:26277956..26277980;-,e:79365,h:16617,u:Q8TAT1;u:Q9C0J9,basic helix-loop-helix family member e41,gene with protein product,413,0.7316,T024243
p1@GNS,GNS,chr12:65153175..65153229;-,e:2799,h:4422,u:P15586;u:B4DTT0;u:B4DYH8;u:F6S8M0;u:F5H260;u:Q7Z3X3,glucosamine (N-acetyl)-6-sulfatase,gene with protein product,414,0.7314,T027962
p2@LTF,LTF,chr3:46506563..46506572;-,e:4057,h:6720,u:B7Z4X2;u:P02788,lactotransferrin,gene with protein product,415,0.7309,T135186
p3@MEGF8,MEGF8,chr19:42829669..42829698;+,e:1954,h:3233,u:Q7Z7M0,multiple EGF like domains 8,gene with protein product,416,0.7308,T074910
p1@EIF3B,EIF3B,chr7:2394445..2394550;+,e:8662,h:3280,u:F8W8C8;u:P55884;u:C9JZG1;u:Q86UM1,eukaryotic translation initiation factor 3 subunit B,gene with protein product,417,0.73,T174052
p26@PEA15,PEA15,chr1:160175149..160175160;+,e:8682,h:8822,u:B1AKZ5,phosphoprotein enriched in astrocytes 15,gene with protein product,418,0.7299,T084439
p2@C21orf59,C21orf59,chr21:33984888..33984903;-,e:56683,h:1301,u:D3DSE6;u:F5GXV2,chromosome 21 open reading frame 59,gene with protein product,419,0.7287,T104616
p2@OPTN,OPTN,chr10:13142198..13142210;+,e:10133,h:17142,u:Q96CV9,optineurin,gene with protein product,420,0.7287,T002502
p4@YWHAQ,YWHAQ,chr2:9770911..9770933;-,e:10971,h:12854,u:P27348,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,gene with protein product,421,0.7284,T126517
p1@RAD54L,RAD54L,chr1:46713405..46713452;+,e:8438,h:9826,u:G3V1N0,RAD54-like (S. cerevisiae),gene with protein product,422,0.727,T094973
p4@CYP27A1,CYP27A1,chr2:219646440..219646461;+,e:1593,h:2605,u:Q02318,cytochrome P450 family 27 subfamily A member 1,gene with protein product,423,0.7244,T119025
p6@SNRPA,SNRPA,chr19:41257160..41257167;+,e:6626,h:11151,u:B4DDC7,small nuclear ribonucleoprotein polypeptide A,gene with protein product,424,0.7242,T074414
p3@MGLL,MGLL,chr3:127542051..127542098;-,e:11343,h:17038,u:Q99685,monoglyceride lipase,gene with protein product,425,0.724,T128683
p3@RAD54L,RAD54L,chr1:46713386..46713402;+,e:8438,h:9826,u:Q92698,RAD54-like (S. cerevisiae),gene with protein product,426,0.7232,T094972
p2@ITGB1BP1,ITGB1BP1,chr2:9563272..9563314;-,e:9270,h:23927,u:C9J6Y2;u:C9J5T5,integrin subunit beta 1 binding protein 1,gene with protein product,427,0.723,T126228
p2@KIAA0907,KIAA0907,chr1:155904161..155904186;-,e:22889,h:29145,,KIAA0907,gene with protein product,428,0.7213,T083419
p5@PRR11,PRR11,chr17:57232690..57232718;+,e:55771,h:25619,u:D2SNZ4;u:Q96HE9,proline rich 11,gene with protein product,429,0.7198,T061257
p6@ME3,ME3,chr11:86383446..86383460;-,e:10873,h:6985,u:E9PKA0,malic enzyme 3,gene with protein product,430,0.7188,T019298
p2@ZNF621,ZNF621,chr3:40566371..40566400;+,e:285268,h:24787,u:Q6ZSS3;u:C9JZC2,zinc finger protein 621,gene with protein product,431,0.7184,T134641
p2@FAM162A,FAM162A,chr3:122103002..122103013;+,e:26355,h:17865,u:F8W7Q4;u:Q96A26;u:Q9H2P1,family with sequence similarity 162 member A,gene with protein product,432,0.7183,T128173
p2@RAF1,RAF1,chr3:12705583..12705594;-,e:5894,h:9829,u:B4E0X2,Raf-1 proto-oncogene; serine/threonine kinase,gene with protein product,433,0.7183,T128605
p2@TMEM86A,TMEM86A,chr11:18720276..18720304;+,e:144110,h:26890,,transmembrane protein 86A,gene with protein product,434,0.7159,T012561
p1@DGKH,DGKH,chr13:42622781..42622787;+,e:160851,h:2854,u:B4DYW1;u:Q86XP1;u:B4DZ34,diacylglycerol kinase eta,gene with protein product,435,0.715,T033068
p2@SNX5,SNX5,chr20:17949143..17949183;-,e:27131,h:14969,u:Q5QPE4;u:Q9Y5X3,sorting nexin 5,gene with protein product,436,0.7137,T098701
p1@SLC25A46,SLC25A46,chr5:110074685..110074756;+,e:91137,h:25198,u:Q96AG3;u:B4DTA3;u:B3KRE6,solute carrier family 25 member 46,gene with protein product,437,0.7135,T147580
p3@MDFIC,MDFIC,chr7:114562172..114562243;+,e:29969,h:28870,u:Q9P1T7,MyoD family inhibitor domain containing,gene with protein product,438,0.7134,T169888
p3@FBXO5,FBXO5,chr6:153304148..153304160;-,e:26271,h:13584,u:Q9UKT4,F-box protein 5,gene with protein product,439,0.7132,T160859
p1@SLC25A15,SLC25A15,chr13:41363709..41363738;+,e:10166,h:10985,u:B4DL63,solute carrier family 25 member 15,gene with protein product,440,0.7129,T032960
p6@ATXN2L,ATXN2L,chr16:28834100..28834111;+,e:11273,h:31326,u:Q8WWM7,ataxin 2 like,gene with protein product,441,0.7122,T050428
p1@NCAPH,NCAPH,chr2:97001491..97001550;+,e:23397,h:1112,u:Q15003;u:B4E189;u:C9J470;u:C9JZP1,non-SMC condensin I complex subunit H,gene with protein product,442,0.7121,T126388
p2@GRAMD3,GRAMD3,chr5:125759140..125759175;+,e:65983,h:24911,u:D6RFH3;u:D6R9P9;u:F5H6Z9,GRAM domain containing 3,gene with protein product,443,0.71,T148259
p1@FAM83D,FAM83D,chr20:37555048..37555067;+,e:81610,h:16122,,family with sequence similarity 83 member D,gene with protein product,444,0.7094,T100654
p4@RPL5,RPL5,chr1:93297562..93297579;+,e:6125,h:10360,u:A2RUM7;u:P46777,ribosomal protein L5,gene with protein product,445,0.7091,T097888
p1@VEGFB,VEGFB,chr11:64002041..64002119;+,e:7423,h:12681,u:P49765;u:Q7LAP4,vascular endothelial growth factor B,gene with protein product,446,0.7087,T016361
p1@INO80C,INO80C,chr18:33077883..33077933;-,e:125476,h:26994,,INO80 complex subunit C,gene with protein product,447,0.707,T066846
p2@U2AF1,U2AF1,chr21:44527696..44527712;-,e:7307,h:12453,u:Q01081,U2 small nuclear RNA auxiliary factor 1,gene with protein product,448,0.7069,T105642
p3@NUDT5,NUDT5,chr10:12238071..12238154;-,e:11164,h:8052,u:Q9UKK9,nudix hydrolase 5,gene with protein product,449,0.7053,T001802
p2@MAD2L2,MAD2L2,chr1:11740979..11741035;-,e:10459,h:6764,u:B1AK45,MAD2 mitotic arrest deficient-like 2 (yeast),gene with protein product,450,0.7045,T081067
p1@NUSAP1,NUSAP1,chr15:41625060..41625088;+,e:51203,h:18538,u:E7ERR5,nucleolar and spindle associated protein 1,gene with protein product,451,0.704,T043528
p2@PUS7,PUS7,chr7:105162711..105162726;-,e:54517,h:26033,u:E7EUH7,pseudouridylate synthase 7 (putative),gene with protein product,452,0.7032,T169252
p2@SLC25A5,SLC25A5,chrX:118602385..118602397;+,e:292,h:10991,,solute carrier family 25 member 5,gene with protein product,453,0.7004,T196708
p2@SNRPB,SNRPB,chr20:2451379..2451390;-,e:6628,h:11153,,small nuclear ribonucleoprotein polypeptides B and B1,gene with protein product,454,0.6998,T099271
p1@FTSJ3,FTSJ3,chr17:61904430..61904474;-,e:117246,h:17136,,FtsJ homolog 3,gene with protein product,455,0.6998,T061721
p2@SAE1,SAE1,chr19:47634166..47634189;+,e:10055,h:30660,u:B3KNJ4,SUMO1 activating enzyme subunit 1,gene with protein product,456,0.6983,T076053
p1@MCM4,MCM4,chr8:48873479..48873539;+,e:4173,h:6947,u:P33991;u:E7EM48;u:E5RG53,minichromosome maintenance complex component 4,gene with protein product,457,0.6973,T185072
p2@RBPMS2,RBPMS2,chr15:65067505..65067526;-,e:348093,h:19098,u:Q6ZRY4,RNA binding protein with multiple splicing 2,gene with protein product,458,0.6969,T045502
p7@RPL30,RPL30,chr8:99057735..99057742;-,e:6156,h:10333,,ribosomal protein L30,gene with protein product,459,0.6968,T187562
p15@ITGB8,ITGB8,chr7:20370694..20370705;+,e:3696,h:6163,u:P26012;u:Q9BUG9,integrin subunit beta 8,gene with protein product,460,0.6962,T173651
p3@GNL1,GNL1,chr6:30524023..30524044;-,e:2794,h:4413,u:A2AB27,G protein nucleolar 1 (putative),gene with protein product,461,0.6962,T163566
p3@WRB,WRB,chr21:40759684..40759726;+,e:7485,h:12790,u:A8MQ44,tryptophan rich basic protein,gene with protein product,462,0.6955,T105264
p4@RAB7A,RAB7A,chr3:128533128..128533149;+,e:7879,h:9788,,RAB7A; member RAS oncogene family,gene with protein product,463,0.6931,T128815
p15@GNB2,GNB2,chr7:100271099..100271153;+,e:2783,h:4398,u:P62879,G protein subunit beta 2,gene with protein product,464,0.6924,T168717
p1@NBR1,NBR1,chr17:41323204..41323250;+,e:4077,h:6746,u:Q14596;u:F8W799;u:B7Z4J4;u:B7Z5R6,NBR1; autophagy cargo receptor,gene with protein product,465,0.6924,T058951
p3@SRSF10,SRSF10,chr1:24306768..24306779;-,e:100505793;e:10772,h:16713,u:Q5JRI1,serine and arginine rich splicing factor 10,gene with protein product,466,0.6914,T091834
p2@FAM207A,FAM207A,chr21:46359889..46359902;+,e:85395,h:15811,u:Q9NSI2,family with sequence similarity 207 member A,gene with protein product,467,0.6913,T106002
p1@EGFR,EGFR,chr7:55086703..55086717;+,e:1956,h:3236,u:Q504U8,epidermal growth factor receptor,gene with protein product,468,0.6912,T176303
p1@VPS72,VPS72,chr1:151162606..151162682;-,e:6944,h:11644,u:A6PW55;u:Q15906,vacuolar protein sorting 72 homolog,gene with protein product,469,0.6905,T082357
p8@KLF9,KLF9,chr9:73028462..73028491;-,e:687,h:1123,u:Q13886,Kruppel like factor 9,gene with protein product,470,0.6905,T193801
p1@PDCD2L,PDCD2L,chr19:34895296..34895331;+,e:84306,h:28194,u:Q9BRP1,programmed cell death 2 like,gene with protein product,471,0.6901,T072874
p1@CCNK,CCNK,chr14:99947715..99947791;+,e:8812,h:1596,u:C9JSW4;u:A8MZK4;u:O75909;u:C9JI13;u:G3V5E1;u:G3V235;u:G3V2Q3,cyclin K,gene with protein product,472,0.6899,T042064
p2@ARHGAP21,ARHGAP21,chr10:25012828..25012860;-,e:57584,h:23725,u:Q5T5U3,Rho GTPase activating protein 21,gene with protein product,473,0.6889,T003652
p9@NIPA2,NIPA2,chr15:23034189..23034198;-,e:81614,h:17044,,non imprinted in Prader-Willi/Angelman syndrome 2,gene with protein product,474,0.6882,T042268
p1@RBM8A,RBM8A,chr1:145507587..145507615;+,e:9939,h:9905,u:Q9Y5S9,RNA binding motif protein 8A,gene with protein product,475,0.6875,T081811
p3@ITGB1BP1,ITGB1BP1,chr2:9563319..9563355;-,e:9270,h:23927,u:C9IZZ8,integrin subunit beta 1 binding protein 1,gene with protein product,476,0.6874,T126229
p1@ATP2B4,ATP2B4,chr1:203595941..203595970;+,e:493,h:817,u:P23634,ATPase plasma membrane Ca2+ transporting 4,gene with protein product,477,0.6873,T088174
p14@MBP,MBP,chr18:74799553..74799612;-,e:4155,h:6925,,myelin basic protein,gene with protein product,478,0.6869,T068972
p1@GART,GART,chr21:34914394..34914440;-,e:2618,h:4163,,phosphoribosylglycinamide formyltransferase; phosphoribosylglycinamide synthetase; phosphoribosylaminoimidazole synthetase,gene with protein product,480,0.6866,T104723
p2@RBM15,RBM15,chr1:110882084..110882100;+,e:64783,h:14959,,RNA binding motif protein 15,gene with protein product,481,0.6861,T080376
p1@NDFIP2,NDFIP2,chr13:80055403..80055426;+,e:54602,h:18537,,Nedd4 family interacting protein 2,gene with protein product,483,0.6859,T034486
p3@C5orf24,C5orf24,chr5:134181755..134181784;+,e:134553,h:26746,,chromosome 5 open reading frame 24,gene with protein product,484,0.6851,T148899
p2@FBL,FBL,chr19:40336956..40336961;-,e:2091,h:3599,u:P22087,fibrillarin,gene with protein product,485,0.683,T074200
p1@NCEH1,NCEH1,chr3:172428845..172428895;-,e:57552,h:29260,,neutral cholesterol ester hydrolase 1,gene with protein product,486,0.6828,T131788
p2@LBR,LBR,chr1:225615810..225615821;-,e:3930,h:6518,u:Q14739,lamin B receptor,gene with protein product,487,0.6813,T090381
p1@CWF19L1,CWF19L1,chr10:102027369..102027418;-,e:55280,h:25613,,CWF19-like 1; cell cycle control (S. pombe),gene with protein product,488,0.6805,T000106
p6@AES,AES,chr19:3062770..3062809;-,e:166,h:307,,amino-terminal enhancer of split,gene with protein product,489,0.68,T072585
p2@CENPL,CENPL,chr1:173793515..173793551;-,e:91687,h:17879,,centromere protein L,gene with protein product,490,0.6786,T085803
p2@INTS10,INTS10,chr8:19674896..19674918;+,e:55174,h:25548,u:E5RJN5;u:Q9NVR2,integrator complex subunit 10,gene with protein product,491,0.6763,T182931
p1@PSMA6,PSMA6,chr14:35761580..35761664;+,e:5687,h:9535,u:G3V2S7;u:G3V5Z7;u:G3V3U4;u:G3V3I1;u:B4DQR4,proteasome subunit alpha 6,gene with protein product,492,0.6746,T037872
p1@KIFC1,KIFC1,chr6:33359582..33359667;+,e:3833,h:6389,u:A2AB20,kinesin family member C1,gene with protein product,493,0.6733,T164776
p2@CREG1,CREG1,chr1:167523036..167523047;-,e:8804,h:2351,u:O75629,cellular repressor of E1A stimulated genes 1,gene with protein product,494,0.6731,T085268
p1@TCTN1,TCTN1,chr12:111051902..111051975;+,e:79600,h:26113,u:Q2MV58;u:A8MW34;u:E9PIB8;u:E9PN24;u:E9PNE4;u:E9PJ71;u:E9PR69;u:F8VX18;u:F8VZS6;u:Q05BR9,tectonic family member 1,gene with protein product,495,0.6728,T021001
p9@TGFB1,TGFB1,chr19:41858934..41858979;-,e:7040,h:11766,u:P01137,transforming growth factor beta 1,gene with protein product,496,0.6726,T074600
p2@GOLGA2,GOLGA2,chr9:131038271..131038291;-,e:2801,h:4425,u:B7ZC06,golgin A2,gene with protein product,497,0.6725,T190034
p2@RANBP1,RANBP1,chr22:20104965..20105003;+,e:5902,h:9847,,RAN binding protein 1,gene with protein product,498,0.6722,T106669
p3@STON2,STON2,chr14:81893734..81893794;-,e:85439,h:30652,u:G3V2T7;u:Q59H11,stonin 2,gene with protein product,499,0.6721,T041006
