source,interaction,target,zero_order_r,r_sign
T198158,-->,T070685,0.808677421241596,+
T198158,-->,T105600,0.792301649681545,+
T198158,-->,T121619,0.687984674255,+
T198158,-->,T177132,0.710855685337096,+
T198158,-->,T190742,0.701275682081923,+
T198158,-->,T198487,0.638972816315625,+
T198309,-->,T162139,-0.359606549766834,-
T198533,-->,T104723,0.71635450560947,+
T198533,-->,T138881,0.61073185463409,+
T198930,-->,T004396,0.340522879802347,+
T198930,-->,T005963,0.386535398513698,+
T198930,-->,T108651,-0.31454855003498,-
T200111,-->,T198487,0.48595574936983,+
T200112,-->,T033629,-0.376103791120207,-
T200112,-->,T076811,0.657908099891034,+
T200112,-->,T137892,-0.36831124440195,-
T200112,-->,T190740,0.628210221571781,+
T200455,-->,T094097,-0.397627612931538,-
T200455,-->,T163611,0.425591543975042,+
T200455,-->,T169251,0.593210905588886,+
T200455,-->,T190034,0.47068707205527,+
T200603,-->,T095081,0.515225973818743,+
T200603,-->,T198616,0.288599672851586,+
T200603,-->,T200602,0.664591488555871,+
T200603,-->,T200604,0.442437863665928,+
T105641,<->,T051165,0.616959738205267,+
T105641,<->,T135937,-0.453538018034476,-
T092609,<->,T124866,0.664297779978652,+
T092609,<->,T072695,0.538976846218868,+
T092609,<->,T105233,0.571174013566682,+
T092609,<->,T162279,0.433092536015516,+
T145731,<->,T085268,0.626475590463662,+
T145731,<->,T066008,0.531355477761106,+
T145731,<->,T161513,-0.293614993917583,-
T013618,<->,T013616,0.400343700347315,+
T013618,<->,T131789,0.325124132178877,+
T013618,<->,T068321,0.312081485912895,+
T013618,<->,T013678,0.311501167372428,+
T013618,<->,T148259,0.417605436846882,+
T013618,<->,T142639,0.308163187915693,+
T013618,<->,T183216,0.293233144858369,+
T131936,<->,T141006,0.520809195159083,+
T131936,<->,T034489,0.413272671815814,+
T131936,<->,T136046,0.610018387626589,+
T131936,<->,T144463,0.608058922406366,+
T131936,<->,T148176,0.561851095345371,+
T131936,<->,T128173,0.485612474462724,+
T064958,<->,T121697,0.733765931195357,+
T064958,<->,T074126,0.694042820050365,+
T064958,<->,T093327,0.720829924389725,+
T064958,<->,T092766,0.485446177649688,+
T064958,<->,T065079,0.499485942949866,+
T064958,<->,T078232,0.74399153773133,+
T064958,<->,T062124,0.597466026728838,+
T064958,<->,T063461,0.539038990737081,+
T064958,<->,T163648,0.635387241798217,+
T121697,<->,T118278,0.621276752432048,+
T121697,<->,T121691,0.479090417180437,+
T121697,<->,T125081,0.655791539283471,+
T095314,<->,T165231,0.59314614303432,+
T095314,<->,T063207,0.454527339087735,+
T095314,<->,T092766,0.41898886599298,+
T095314,<->,T129409,0.447201369209014,+
T095314,<->,T160762,0.442319367020032,+
T095314,<->,T121196,0.416050010355186,+
T051165,<->,T184743,0.548908211228253,+
T051165,<->,T079326,0.598229186203312,+
T051165,<->,T032231,-0.474543772928866,-
T051165,<->,T116194,0.599057549763459,+
T051165,<->,T067440,-0.408088944382758,-
T051165,<->,T194694,0.573880432904066,+
T042191,<->,T124866,0.583430089771284,+
T042191,<->,T139375,0.653902815446858,+
T042191,<->,T011202,-0.413130930226161,-
T042191,<->,T091835,0.635326952643845,+
T042191,<->,T180216,0.622148461254021,+
T042191,<->,T047770,-0.426331228817621,-
T042191,<->,T032687,0.65628237766635,+
T042191,<->,T132573,0.561073047714056,+
T042191,<->,T123166,-0.379108016733711,-
T042191,<->,T173908,0.397820811228859,+
T042191,<->,T081886,0.584135824946837,+
T042191,<->,T134660,0.376980063542574,+
T146273,<->,T146271,0.591643465577797,+
T146273,<->,T104569,0.668260799246424,+
T146273,<->,T138881,0.537222369054679,+
T146273,<->,T069636,0.510305406250544,+
T146273,<->,T135324,0.574536806801592,+
T146273,<->,T028257,0.353445475282685,+
T146273,<->,T120141,0.506984941212137,+
T146273,<->,T090493,0.652405104616251,+
T146273,<->,T093202,0.398812716114267,+
T104950,<->,T056638,0.572508319609951,+
T104950,<->,T059393,0.766721607900248,+
T082876,<->,T082875,0.676025664468493,+
T082876,<->,T118965,0.500004181323132,+
T082876,<->,T083186,0.700745819208041,+
T082876,<->,T087901,0.737209233141423,+
T082876,<->,T131968,0.667660866675846,+
T082876,<->,T083592,0.678706453487417,+
T082876,<->,T082350,0.554503277704271,+
T125629,<->,T111983,0.337582386835296,+
T125629,<->,T128606,0.575839010018424,+
T125629,<->,T180082,0.389067656763351,+
T125629,<->,T129409,0.528717763610008,+
T125629,<->,T041396,0.497784179548723,+
T135937,<->,T028181,0.457262215212181,+
T121956,<->,T121958,0.505555059480633,+
T121956,<->,T044884,0.537437633932866,+
T121956,<->,T148899,0.535546110683689,+
T034389,<->,T095839,0.542300880003193,+
T034389,<->,T027962,0.66815602666602,+
T034389,<->,T052441,0.502919403095656,+
T123523,<->,T198930,0.449353095259801,+
T123523,<->,T041552,0.580482800200463,+
T123523,<->,T095839,0.575532787124373,+
T123523,<->,T178112,0.426315768441764,+
T123523,<->,T116267,0.575210908689672,+
T123523,<->,T121125,0.579459029430012,+
T124862,<->,T162212,0.520375162056561,+
T124862,<->,T138881,0.593910347918329,+
T124862,<->,T083761,0.347756998032782,+
T124862,<->,T095394,0.590008403676641,+
T110222,<->,T060493,0.331839484656633,+
T110222,<->,T192978,0.420060936589428,+
T110222,<->,T011787,0.422070551990735,+
T110222,<->,T061051,-0.49457610647674,-
T110222,<->,T005308,-0.477954096969326,-
T110222,<->,T135555,0.431940921962526,+
T110222,<->,T118901,0.411337235017971,+
T110222,<->,T178961,0.345202521597475,+
T110222,<->,T093757,0.384010283910527,+
T110222,<->,T194088,0.322592306829041,+
T110222,<->,T014852,0.426581234322343,+
T083375,<->,T124866,0.513314347310984,+
T083375,<->,T086033,0.42634256227201,+
T083375,<->,T095081,0.524477449020067,+
T083375,<->,T080376,0.364463016193956,+
T083375,<->,T165786,0.357221135541824,+
T083375,<->,T090493,0.497600048770882,+
T083375,<->,T008481,0.312513182520474,+
T083375,<->,T163611,0.319645710562669,+
T146271,<->,T124123,0.536921767401842,+
T043053,<->,T145662,0.501717465672489,+
T043053,<->,T021287,0.571476641488478,+
T043053,<->,T066008,0.476449236284623,+
T043053,<->,T043052,0.456413407689761,+
T043053,<->,T119423,0.397216529417554,+
T043053,<->,T004343,0.51361060783469,+
T094518,<->,T089940,0.392861916052073,+
T094518,<->,T074592,-0.142590025601101,-
T094518,<->,T095084,0.438505425709391,+
T094518,<->,T098701,0.331427792840855,+
T094518,<->,T128815,0.30143291525383,+
T094518,<->,T172168,0.450597092518733,+
T094518,<->,T028257,-0.328000271127949,-
T094518,<->,T056950,0.40754244695619,+
T094518,<->,T050693,0.45522371107832,+
T094518,<->,T093757,0.381654940781413,+
T094518,<->,T063461,-0.382472157757437,-
T093134,<->,T093133,0.741125544904896,+
T093134,<->,T142169,0.490960597895342,+
T089342,<->,T027962,0.521844165357816,+
T089342,<->,T019444,0.506841288362479,+
T089342,<->,T089343,0.463242292975131,+
T089342,<->,T089341,0.585963657967107,+
T124863,<->,T158742,0.55167850693946,+
T124863,<->,T030585,0.659688313971895,+
T124863,<->,T151250,0.572684451902279,+
T124863,<->,T135186,0.267975350398338,+
T124863,<->,T095515,0.425045390094111,+
T124863,<->,T051180,0.389091235791668,+
T005961,<->,T196704,0.433681836810023,+
T005961,<->,T182667,0.38890437927642,+
T005961,<->,T170760,-0.318085723499219,-
T005961,<->,T133794,0.323048195515998,+
T005961,<->,T184623,0.43642914704755,+
T124866,<->,T083591,0.597802166189227,+
T124866,<->,T118278,0.662361529936815,+
T124866,<->,T126379,0.55614310779998,+
T124866,<->,T120383,0.5348022866617,+
T074197,<->,T073892,0.392190804475119,+
T074197,<->,T074201,0.538910633431283,+
T074197,<->,T074199,0.482654619068468,+
T074197,<->,T083761,0.323797546022955,+
T074197,<->,T016575,0.413087776935777,+
T074197,<->,T094869,0.387459349324388,+
T074126,<->,T123721,0.601995196356616,+
T074126,<->,T189532,0.51501949756463,+
T071145,<->,T177132,0.61672660068196,+
T071145,<->,T070684,0.574025035102167,+
T071145,<->,T085803,0.53569416108901,+
T104569,<->,T139375,0.754487921955346,+
T104569,<->,T104616,0.50909802309411,+
T104569,<->,T051623,0.735129489095557,+
T104569,<->,T032903,0.581743874876681,+
T104569,<->,T104383,0.681184449234318,+
T104569,<->,T064525,0.445472113237976,+
T093327,<->,T092766,0.470452153513886,+
T093327,<->,T015936,0.575663952570266,+
T093327,<->,T064525,0.429282077201329,+
T184922,<->,T121958,0.340725262485725,+
T184922,<->,T145662,0.404422270792621,+
T184922,<->,T069636,-0.293637900633811,-
T184922,<->,T001938,0.399347082323946,+
T184922,<->,T020133,0.382486860277756,+
T184922,<->,T098701,0.36587951698523,+
T184922,<->,T182932,0.334217344443758,+
T019724,<->,T173650,0.379376262027512,+
T019724,<->,T019717,0.41446489480848,+
T019724,<->,T184118,0.559780970158602,+
T019724,<->,T023533,0.384256874933561,+
T141786,<->,T049931,0.765857998162101,+
T141786,<->,T045053,0.822052217444382,+
T141786,<->,T028060,0.770377263599972,+
T141786,<->,T061928,0.736852038909751,+
T114499,<->,T121351,0.729059005731397,+
T114499,<->,T008214,0.757537379621964,+
T152846,<->,T073892,0.527948537922723,+
T152846,<->,T099355,0.698740795025165,+
T152846,<->,T038313,0.553843544839226,+
T152846,<->,T032960,0.459661393339054,+
T152846,<->,T023101,0.588147711202458,+
T152846,<->,T046860,0.61387446529299,+
T152846,<->,T165004,0.463186113496927,+
T159182,<->,T039452,-0.176184932732508,-
T159182,<->,T178599,0.597398605596243,+
T159182,<->,T141376,0.515199531063367,+
T159182,<->,T182932,-0.232642550805206,-
T083591,<->,T055908,0.466987862113038,+
T083591,<->,T016324,0.47246356830267,+
T083591,<->,T180216,0.601752264714205,+
T083591,<->,T061050,0.454947923001085,+
T083591,<->,T092203,0.523728928913183,+
T083591,<->,T083592,0.630006434205344,+
T095080,<->,T190740,0.479041638079937,+
T095080,<->,T037855,0.381119035402898,+
T095080,<->,T002526,0.649499857171353,+
T095080,<->,T095081,0.670655484384992,+
T095080,<->,T131968,0.569630789784336,+
T095080,<->,T106575,0.493467411105818,+
T062125,<->,T061722,0.774019327331645,+
T062125,<->,T055926,0.531718530767328,+
T051739,<->,T052310,0.475296577050249,+
T051739,<->,T057940,0.357941496853167,+
T051739,<->,T142651,0.533998693390819,+
T051739,<->,T137081,0.382056031803247,+
T051739,<->,T001374,0.394497999296882,+
T165231,<->,T086414,0.691387447724545,+
T165231,<->,T093772,0.400109498209375,+
T165231,<->,T066846,0.360713310591192,+
T165231,<->,T000106,0.563237272583176,+
T165231,<->,T190459,0.568050030687679,+
T145733,<->,T119025,0.444009456526268,+
T145733,<->,T145734,0.646276835273046,+
T089940,<->,T017375,-0.430983765840412,-
T089940,<->,T198930,0.380372676790418,+
T089940,<->,T176451,0.268242421183682,+
T089940,<->,T041552,0.401929617007537,+
T089940,<->,T042064,-0.295413199799121,-
T089940,<->,T126229,0.400136689081661,+
T089940,<->,T056183,0.416402364562101,+
T089940,<->,T119423,0.429352783258174,+
T089940,<->,T134106,0.337722461144264,+
T093133,<->,T198533,0.648092107676313,+
T093133,<->,T165791,0.712173282410813,+
T093133,<->,T078232,0.71311902507295,+
T093133,<->,T032960,0.455384812842795,+
T093133,<->,T095351,0.592404215199195,+
T184743,<->,T200111,0.362441387137872,+
T184743,<->,T158743,0.584214575916512,+
T184743,<->,T081067,0.52989264235602,+
T184743,<->,T090381,0.37187653017302,+
T184743,<->,T094800,0.528004073218532,+
T184743,<->,T144479,0.521632326183154,+
T200455,<->,T131968,0.550727167246438,+
T200455,<->,T065079,0.446589243325583,+
T200455,<->,T091834,0.441525116824333,+
T200455,<->,T069423,0.534894327466849,+
T200455,<->,T190459,0.559641529458094,+
T200455,<->,T095351,0.496797385471785,+
T069033,<->,T149808,0.219430358259819,+
T069033,<->,T000106,-0.218521968964786,-
T018170,<->,T079062,0.319523156857058,+
T018170,<->,T041333,0.38168329094974,+
T018170,<->,T173650,0.291636006342775,+
T018170,<->,T027301,0.340198733085836,+
T018170,<->,T063319,0.314265219707455,+
T018170,<->,T022264,-0.368707284266564,-
T139375,<->,T105249,0.560946956816567,+
T139375,<->,T158743,0.791924039250708,+
T139375,<->,T087901,0.790571871972257,+
T143696,<->,T162212,0.494532796588676,+
T143696,<->,T109221,0.559044636367004,+
T143696,<->,T082404,-0.113940965279582,-
T143696,<->,T011410,-0.317166160934355,-
T143696,<->,T196708,0.444412484937673,+
T143696,<->,T094800,0.683738931607605,+
T143696,<->,T189532,0.546884600459304,+
T143696,<->,T125081,0.616095537688402,+
T162212,<->,T189487,0.660966679212197,+
T162212,<->,T007602,-0.426807839472706,-
T162212,<->,T037872,0.390879739127166,+
T162212,<->,T104383,0.464056153796788,+
T162212,<->,T052942,-0.350878495470785,-
T007810,<->,T036271,-0.215636887794933,-
T007810,<->,T126517,0.213705625078305,+
T007810,<->,T137081,0.345129904160779,+
T007810,<->,T121954,0.276132185700169,+
T007810,<->,T024387,0.196421000223745,+
T074415,<->,T082875,0.605435309030379,+
T074415,<->,T030585,0.689947558054282,+
T074415,<->,T074414,0.63253425239288,+
T074415,<->,T074413,0.633317973072463,+
T074415,<->,T194694,0.688096824359657,+
T072695,<->,T188694,0.388959140476915,+
T072695,<->,T106310,0.557160274299991,+
T072695,<->,T133319,0.338274701773592,+
T072695,<->,T073588,0.344876459843226,+
T072695,<->,T051614,0.381589359026401,+
T064964,<->,T065079,0.438680707294925,+
T064964,<->,T105264,0.501513975956698,+
T064964,<->,T064961,0.480675263233463,+
T057516,<->,T082365,-0.301468712200672,-
T057516,<->,T169895,0.402613687613129,+
T057516,<->,T088540,0.358813164314367,+
T057516,<->,T016361,0.568099045975274,+
T057516,<->,T034486,-0.117734738540478,-
T057516,<->,T028181,0.3579479787217,+
T057516,<->,T071261,0.555617825462889,+
T189435,<->,T086066,0.495508876371535,+
T189435,<->,T059179,0.592516283438492,+
T189435,<->,T068971,0.367197037850886,+
T189435,<->,T134944,0.556983497522263,+
T189435,<->,T182931,0.271608304033811,+
T189435,<->,T193798,0.392468821295634,+
T189435,<->,T189434,0.614592217534639,+
T189435,<->,T062713,0.411570949814209,+
T189435,<->,T033602,0.424986912377516,+
T055908,<->,T180082,0.314410726539182,+
T055908,<->,T173907,0.423948024078542,+
T055908,<->,T198533,0.511847507234959,+
T055908,<->,T074548,0.221607517081214,+
T055908,<->,T196708,0.371023605629029,+
T055908,<->,T001800,0.246726619326752,+
T055908,<->,T006749,0.529730924045414,+
T055908,<->,T142401,0.553102310015113,+
T104635,<->,T092203,0.520231853224896,+
T104635,<->,T041396,0.418786818895373,+
T104635,<->,T105248,0.546727399957152,+
T104635,<->,T121196,0.375235533598852,+
T104635,<->,T050428,0.491882672050305,+
T104635,<->,T032903,0.507336770253431,+
T104635,<->,T165786,0.353403582598723,+
T162285,<->,T083742,0.405465833845942,+
T162285,<->,T031815,0.488352065066041,+
T162285,<->,T133319,0.425543804445522,+
T162285,<->,T042184,0.318721967114579,+
T162285,<->,T080376,0.481438414377011,+
T162285,<->,T117796,0.398151967630304,+
T091044,<->,T200603,0.500655132687139,+
T091044,<->,T019444,-0.482728406016966,-
T091044,<->,T120141,0.508991569637325,+
T091044,<->,T187532,0.542196475376873,+
T091044,<->,T198042,0.624511460726263,+
T091044,<->,T033211,0.427197737444822,+
T091044,<->,T064525,0.405253794494575,+
T091044,<->,T180398,0.539759714398891,+
T079326,<->,T023192,0.588215699162289,+
T079326,<->,T099272,0.713634345499839,+
T079326,<->,T121619,0.6516641075559,+
T079326,<->,T083788,0.563094033493912,+
T039039,<->,T147244,0.407672883443332,+
T039039,<->,T095839,0.569753240045524,+
T039039,<->,T021676,0.492571970851206,+
T039039,<->,T019444,0.509160591795717,+
T039039,<->,T160526,0.452676313211813,+
T072540,<->,T022631,0.337439941817312,+
T072540,<->,T128683,0.320648630273596,+
T072540,<->,T150934,0.337239475963031,+
T072540,<->,T163537,-0.257226974032125,-
T072540,<->,T072583,0.3678625982217,+
T089039,<->,T037855,-0.354054530847802,-
T089039,<->,T184118,0.590782987727478,+
T089039,<->,T063319,0.430624400747578,+
T089039,<->,T007573,0.547317377689461,+
T089039,<->,T135660,0.503641264772868,+
T089039,<->,T020697,0.516901273994092,+
T089039,<->,T088173,0.375735458940475,+
T073892,<->,T044884,-0.367235164293301,-
T073892,<->,T106088,0.386677232718585,+
T073892,<->,T078346,0.571250398901683,+
T073892,<->,T101418,0.393577965980287,+
T138881,<->,T193795,-0.384131722932333,-
T138881,<->,T106669,0.574274187856746,+
T082031,<->,T082365,0.533982480990898,+
T082031,<->,T082350,0.676386938656198,+
T082031,<->,T042064,0.381372068826953,+
T082031,<->,T083738,0.634370021024091,+
T082031,<->,T182256,0.698677099851473,+
T011202,<->,T198930,0.392020955111764,+
T011202,<->,T162139,0.364276964915124,+
T011202,<->,T032231,0.43431165529674,+
T011202,<->,T074914,0.343159531220707,+
T011202,<->,T182931,0.218907161106995,+
T011202,<->,T036299,0.396267607968711,+
T011202,<->,T170367,0.41145900309927,+
T011202,<->,T184623,0.406193785175904,+
T002501,<->,T178112,0.368565894825083,+
T002501,<->,T088540,0.351040037016017,+
T002501,<->,T098771,0.476873100460829,+
T002501,<->,T111886,0.374035847043667,+
T002501,<->,T058857,0.541950012494295,+
T002501,<->,T118901,0.426471615128251,+
T002501,<->,T059214,0.147286226460183,+
T088175,<->,T079062,0.317624053067312,+
T088175,<->,T196192,0.471390241087383,+
T088175,<->,T164754,0.351004340049186,+
T122634,<->,T091835,0.63203903803442,+
T122634,<->,T132572,0.759978531920992,+
T122634,<->,T132573,0.604780907669335,+
T122634,<->,T100654,0.58336113572065,+
T145188,<->,T013616,0.342475207758341,+
T145188,<->,T052888,0.251542060725643,+
T145188,<->,T002544,0.243649372581962,+
T145188,<->,T168758,0.0885169425527946,+
T190742,<->,T108174,0.729460510578165,+
T190742,<->,T190740,0.777212024092016,+
T190742,<->,T163566,0.423350697653741,+
T111983,<->,T178599,0.331963971608698,+
T111983,<->,T200602,0.341281157055929,+
T111983,<->,T021272,-0.238473484224712,-
T111983,<->,T089398,-0.242011194533189,-
T111983,<->,T178906,0.152982847516069,+
T086033,<->,T092766,0.421611390226162,+
T086033,<->,T032231,-0.457261400415939,-
T086033,<->,T061672,0.559010224733684,+
T086033,<->,T146358,0.269304037215945,+
T086033,<->,T094972,0.493454614091948,+
T086033,<->,T058951,-0.530607853127111,-
T086033,<->,T023101,0.460384230316384,+
T086033,<->,T081886,0.494196508532897,+
T017375,<->,T106303,0.435289305298953,+
T017375,<->,T102535,0.463698240544858,+
T017375,<->,T182932,-0.408385827912796,-
T017375,<->,T170118,0.509741721809684,+
T017375,<->,T189558,0.297031638195364,+
T082875,<->,T099271,0.553745008191502,+
T082875,<->,T102535,0.507053266625088,+
T082875,<->,T138318,0.594990206073449,+
T118278,<->,T173907,0.633534886812102,+
T118278,<->,T166622,0.444251814183293,+
T118278,<->,T081886,0.481758052685245,+
T133796,<->,T121957,0.463906759065301,+
T133796,<->,T128683,0.379692852903389,+
T133796,<->,T085268,0.450978615547524,+
T133796,<->,T078452,0.320877471501086,+
T133796,<->,T098885,0.373821935482598,+
T133796,<->,T164754,0.340376407680991,+
T133796,<->,T001939,0.314067421824985,+
T133796,<->,T133794,0.511501384112088,+
T178924,<->,T198158,0.805260143378627,+
T178924,<->,T043456,0.7968962070824,+
T105233,<->,T057940,-0.239724893051976,-
T105233,<->,T198533,0.584684880571871,+
T105233,<->,T131968,0.514636199369549,+
T105233,<->,T174052,0.485865069290209,+
T105233,<->,T105234,0.635923487044952,+
T105233,<->,T166622,0.456430333546279,+
T001813,<->,T086066,0.382986684200733,+
T001813,<->,T091502,0.303697367336331,+
T001813,<->,T007721,0.306573184604921,+
T001813,<->,T001812,0.346138576955463,+
T001813,<->,T121954,0.315810157689541,+
T105249,<->,T105248,0.690203022222552,+
T105249,<->,T105254,0.37349045049277,+
T105249,<->,T173908,0.330332937119206,+
T105249,<->,T116890,0.520578959899247,+
T105249,<->,T142401,0.538339102744178,+
T082365,<->,T061722,0.55217148001261,+
T082365,<->,T151250,0.468395673211119,+
T082365,<->,T132572,-0.136842300133799,-
T082365,<->,T083761,0.416285867358879,+
T082365,<->,T136583,-0.399848208163511,-
T082365,<->,T074548,0.283945743441861,+
T082365,<->,T082350,0.539979391776433,+
T082365,<->,T037872,0.380726464596857,+
T082365,<->,T130775,-0.299346651676448,-
T082365,<->,T125081,0.46721732698785,+
T126379,<->,T091835,0.59826723350617,+
T126379,<->,T086414,0.6095126546142,+
T126379,<->,T135324,0.622117039695059,+
T126379,<->,T121196,0.418555360888339,+
T126379,<->,T081886,0.466262584032163,+
T091835,<->,T091834,0.741709327792333,+
T091835,<->,T165786,0.48995920517529,+
T091835,<->,T142401,0.605785413124157,+
T091835,<->,T093202,0.481449990918027,+
T060493,<->,T133319,-0.264277041085895,-
T060493,<->,T172168,0.365664044532611,+
T060493,<->,T150961,0.240446632401916,+
T060493,<->,T089256,0.187567498835657,+
T060493,<->,T084866,-0.195612157891662,-
T060493,<->,T022375,0.114047201802376,+
T060493,<->,T025057,0.159879613433964,+
T060493,<->,T018656,0.254089473006893,+
T052886,<->,T169895,0.448408508628561,+
T052886,<->,T052887,0.467106030909776,+
T052886,<->,T052888,0.381323019005409,+
T052886,<->,T052884,0.56324040584705,+
T052886,<->,T052942,0.396906961761515,+
T128606,<->,T082924,0.58620102574896,+
T128606,<->,T034489,-0.244514372420072,-
T128606,<->,T056062,0.372588919050904,+
T148898,<->,T051703,0.563929999112636,+
T148898,<->,T034489,0.403017923369518,+
T148898,<->,T184118,0.571397082149429,+
T148898,<->,T095084,0.557842340641045,+
T148898,<->,T193801,0.418801637582109,+
T148898,<->,T148899,0.692961645087816,+
T148898,<->,T063319,0.442887771221304,+
T148898,<->,T175029,0.319320474564096,+
T148898,<->,T055881,0.50002296910436,+
T109221,<->,T108651,0.335287672833081,+
T109221,<->,T035747,0.480425707892639,+
T109221,<->,T000106,0.45036808628322,+
T109221,<->,T083788,0.491334415289694,+
T109221,<->,T120141,0.524474928412366,+
T134869,<->,T064153,-0.284898798620674,-
T134869,<->,T032231,0.501593410282232,+
T134869,<->,T095839,0.451340812723902,+
T134869,<->,T020133,0.505351980980889,+
T134869,<->,T035747,-0.395335247084175,-
T134869,<->,T174052,-0.440889015990063,-
T134869,<->,T147580,0.467676485476793,+
T134869,<->,T010794,0.499342523385704,+
T134869,<->,T150963,0.407100686697665,+
T134869,<->,T194088,0.397954963665234,+
T147244,<->,T176451,0.280858810058945,+
T147244,<->,T016361,0.406354014750994,+
T147244,<->,T020697,0.399451721542969,+
T147244,<->,T028181,0.378057576781946,+
T147244,<->,T013131,0.324390913207796,+
T147244,<->,T004343,0.427294188848906,+
T147244,<->,T030278,0.334664068908927,+
T177132,<->,T074201,0.662636582159575,+
T177132,<->,T108174,0.732565630430419,+
T177132,<->,T021831,0.660688717247723,+
T177132,<->,T106670,0.684781948353125,+
T177132,<->,T063087,0.685045503797619,+
T199863,<->,T054985,0.539327771778525,+
T199863,<->,T121196,0.405021289922431,+
T199863,<->,T094115,0.393869377940964,+
T199863,<->,T128605,0.433870592759072,+
T199863,<->,T163566,0.394746580811794,+
T199863,<->,T187666,0.431271648449275,+
T199863,<->,T190576,0.382287601113235,+
T199863,<->,T074528,0.301983154602643,+
T199863,<->,T056062,0.52938606568866,+
T199863,<->,T052942,0.187972405180715,+
T049424,<->,T175584,0.481942891346584,+
T049424,<->,T136949,0.469811274479046,+
T049424,<->,T122205,0.368283606304331,+
T049424,<->,T064525,-0.30882821132634,-
T049424,<->,T136043,0.49582053286974,+
T137892,<->,T137111,0.393042972866038,+
T137892,<->,T068321,0.35922589907112,+
T074382,<->,T200603,0.390627089264346,+
T074382,<->,T105942,0.319708461428623,+
T074382,<->,T121619,0.54506232575257,+
T074382,<->,T083419,0.485790274247728,+
T074382,<->,T072874,0.551491887186358,+
T074382,<->,T163648,0.485650891386106,+
T145725,<->,T150963,0.477184924838873,+
T145725,<->,T142639,0.37634139769729,+
T198930,<->,T035747,-0.318668109079882,-
T198930,<->,T023533,0.413516355172332,+
T198930,<->,T170367,0.473217399732713,+
T069031,<->,T062665,0.426875411469207,+
T069031,<->,T047770,0.369897055054381,+
T069031,<->,T148899,0.356430558882927,+
T069031,<->,T062124,-0.334841859824973,-
T149241,<->,T028060,0.763931706031185,+
T149241,<->,T056647,0.797090999239559,+
T149241,<->,T095439,0.636147579944962,+
T128720,<->,T172888,-0.390470950943997,-
T128720,<->,T076052,0.65330862325432,+
T128720,<->,T131968,0.604268721936213,+
T128720,<->,T066047,0.681462981338148,+
T128720,<->,T097888,0.651911110930567,+
T128720,<->,T120141,0.556578130074305,+
T128720,<->,T001374,-0.455231652762917,-
T035792,<->,T038313,0.556502464225034,+
T035792,<->,T050892,0.731533779318551,+
T158742,<->,T158743,0.682863037417115,+
T158742,<->,T020140,0.520815838797857,+
T158742,<->,T173908,0.411165329653679,+
T158742,<->,T071787,0.360501084519244,+
T049931,<->,T094071,0.868348562190793,+
T049931,<->,T070178,0.849473480234365,+
T110247,<->,T052310,0.429052008318508,+
T110247,<->,T013616,0.280158865525452,+
T110247,<->,T010793,0.344933902615336,+
T200603,<->,T107438,0.468357168170584,+
T200603,<->,T132573,0.42925777216311,+
T063207,<->,T192978,-0.303607720347047,-
T063207,<->,T200111,0.355445194876692,+
T063207,<->,T106310,0.490400150077878,+
T063207,<->,T076906,0.414543328610136,+
T063207,<->,T082350,0.433655131871569,+
T063207,<->,T046847,0.40848597943293,+
T063207,<->,T022264,0.372996710013127,+
T063207,<->,T051180,0.313033407385738,+
T076042,<->,T054985,0.462430601313083,+
T076042,<->,T188694,0.375621578555146,+
T076042,<->,T064524,0.297378576299986,+
T076042,<->,T198309,0.488011606309622,+
T076042,<->,T082357,0.457937940978402,+
T076042,<->,T076126,0.453329359650786,+
T076042,<->,T010793,-0.27083617432071,-
T076042,<->,T173908,0.29023946881874,+
T147217,<->,T051703,0.501311339814598,+
T147217,<->,T046802,0.484193211510937,+
T147217,<->,T123166,0.451816014635477,+
T147217,<->,T147215,0.639389753468246,+
T147217,<->,T134106,0.430931831781206,+
T147217,<->,T002555,0.515185968011792,+
T086414,<->,T079479,0.295906423842261,+
T086414,<->,T056950,-0.417221509557448,-
T086414,<->,T104383,0.627691542313069,+
T149808,<->,T149807,0.611417458307239,+
T149808,<->,T084866,0.097827875686051,+
T164947,<->,T074199,0.464721884743952,+
T164947,<->,T049346,0.578368243886505,+
T164947,<->,T081067,0.531119887905006,+
T164947,<->,T074200,0.565615724903409,+
T164947,<->,T094800,0.711221556788286,+
T164947,<->,T092842,0.603552759743962,+
T164947,<->,T064961,0.57471497273126,+
T022631,<->,T045077,0.441055764761539,+
T022631,<->,T064524,-0.25137902365982,-
T022631,<->,T184118,0.582009258232485,+
T022631,<->,T135660,0.466048696838739,+
T022631,<->,T066008,0.372998191904385,+
T022631,<->,T178821,-0.254461369660511,-
T022631,<->,T183713,0.518751624175145,+
T022631,<->,T140760,0.439123794263898,+
T176601,<->,T082924,0.532830285654155,+
T176601,<->,T146358,0.528731347617578,+
T176601,<->,T001802,0.296127978811338,+
T176601,<->,T061404,0.562027971116726,+
T176601,<->,T085528,0.293584379525347,+
T176601,<->,T199607,0.516890504549102,+
T176601,<->,T052363,0.140152571606647,+
T079062,<->,T101707,0.295511669997064,+
T079062,<->,T141005,0.449099667126016,+
T079062,<->,T046235,0.43502443935972,+
T079062,<->,T028981,0.386492274453891,+
T079062,<->,T046661,0.200335961998488,+
T079062,<->,T121954,0.287958924932855,+
T112077,<->,T112072,0.291142970617984,+
T112077,<->,T061051,0.551818847553502,+
