Hs-MFSD2A,2000,1000,T094283-MFSD2A,"p1@MFSD2A"
rank,TID,Fabs,Frel,coords,transcript,entrezgene_id,hgnc_id,uniprot_id,gene_name,description,type
1243,T017763,181,0.0903,"chr11:68452002..68452019,+",p1@GAL,e:51083,h:4114,u:P22466,GAL,"galanin and GMAP prepropeptide","gene with protein product"
1244,T197248,181,0.0901,"chrX:132549506..132549526,-",p1@GPC4,e:2239,h:4452,u:O75487,GPC4,"glypican 4","gene with protein product"
1245,T000670,181,0.0900,"chr10:105615282..105615323,-",p6@SH3PXD2A,e:9644,h:23664,u:Q5TCZ1,SH3PXD2A,"SH3 and PX domains 2A","gene with protein product"
1246,T185970,180,0.0896,"chr8:67090786..67090797,-",p2@CRH,e:1392,h:2355,u:P06850,CRH,"corticotropin releasing hormone","gene with protein product"
1247,T057869,179,0.0891,"chr17:37824863..37824891,+",p3@PNMT,e:5409,h:9160,u:Q6FHD9,PNMT,"phenylethanolamine N-methyltransferase","gene with protein product"
1248,T029972,178,0.0886,"chr12:89746024..89746048,-",p3@DUSP6,e:1848,h:3072,,DUSP6,"dual specificity phosphatase 6","gene with protein product"
1249,T057955,176,0.0877,"chr17:38137073..38137124,+",p1@PSMD3,e:5709,h:9560,u:B4DT72,PSMD3,"proteasome 26S subunit, non-ATPase 3","gene with protein product"
1250,T016502,176,0.0877,"chr11:64323396..64323421,+",p1@SLC22A11,e:55867,h:18120,u:A6NCG2,SLC22A11,"solute carrier family 22 member 11","gene with protein product"
1251,T131753,175,0.0873,"chr3:171866287..171866338,+",p4@FNDC3B,e:64778,h:24670,,FNDC3B,"fibronectin type III domain containing 3B","gene with protein product"
1252,T092393,175,0.0873,"chr1:249132462..249132481,+",p6@ZNF672,e:79894,h:26179,,ZNF672,"zinc finger protein 672","gene with protein product"
1253,T119464,175,0.0872,"chr2:224702243..224702256,-",p2@AP1S3,e:130340,h:18971,u:B8ZZZ1,AP1S3,"adaptor related protein complex 1 sigma 3 subunit","gene with protein product"
1254,T015071,174,0.0870,"chr11:57194111..57194124,-",p17@SLC43A3,e:29015,h:17466,u:E9PMZ1,SLC43A3,"solute carrier family 43 member 3","gene with protein product"
1255,T025947,175,0.0869,"chr12:51717949..51717976,-",p4@BIN2,e:51411,h:1053,,BIN2,"bridging integrator 2","gene with protein product"
1256,T009108,173,0.0864,"chr11:1036870..1036877,-",p19@MUC6,e:4588,h:7517,u:Q6W4X9,MUC6,"mucin 6, oligomeric mucus/gel-forming","gene with protein product"
1257,T043933,173,0.0862,"chr15:45406348..45406383,-",p1@DUOX2,e:50506,h:13273,u:Q9NRD8,DUOX2,"dual oxidase 2","gene with protein product"
1258,T027899,173,0.0862,"chr12:64845689..64845702,+",p3@TBK1,e:29110,h:11584,u:Q9UHD2,TBK1,"TANK binding kinase 1","gene with protein product"
1259,T169929,173,0.0862,"chr7:115863017..115863029,+",p17@TES,e:26136,h:14620,,TES,"testin LIM domain protein","gene with protein product"
1260,T081177,172,0.0857,"chr1:11866034..11866108,-",p2@MTHFR,e:4524,h:7436,u:P42898,MTHFR,"methylenetetrahydrofolate reductase","gene with protein product"
1261,T018078,173,0.0857,"chr11:71780927..71780965,-",p12@NUMA1,e:4926,h:8059,u:Q86XH4,NUMA1,"nuclear mitotic apparatus protein 1","gene with protein product"
1262,T161544,172,0.0857,"chr6:160542841..160542852,+",p2@SLC22A1,e:6580,h:10963,u:O15245,SLC22A1,"solute carrier family 22 member 1","gene with protein product"
1263,T114710,172,0.0856,"chr2:172087996..172088005,-",p25@TLK1,e:9874,h:11841,u:B3KR15,TLK1,"tousled like kinase 1","gene with protein product"
1264,T094492,171,0.0851,"chr1:42630460..42630471,-",p2@GUCA2A,e:2980,h:4682,u:Q02747,GUCA2A,"guanylate cyclase activator 2A","gene with protein product"
1265,T049625,171,0.0850,"chr16:20420880..20420898,+",p2@ACSM5,e:54988,h:26060,u:Q6NUN0,ACSM5,"acyl-CoA synthetase medium-chain family member 5","gene with protein product"
1266,T170133,170,0.0846,"chr7:11790880..11790888,-",p20@THSD7A,e:221981,h:22207,,THSD7A,"thrombospondin type 1 domain containing 7A","gene with protein product"
1267,T107972,170,0.0846,"chr22:32439109..32439118,+",p4@SLC5A1,e:6523,h:11036,,SLC5A1,"solute carrier family 5 member 1","gene with protein product"
1268,T031684,169,0.0843,"chr13:114462172..114462186,+",p2@FAM70B,e:348013,h:28297,u:Q8WV15,TMEM255B,"transmembrane protein 255B","gene with protein product"
1269,T001601,169,0.0843,"chr10:119307515..119307518,+",p23@EMX2,e:2018,h:3341,,EMX2,"empty spiracles homeobox 2","gene with protein product"
1270,T068155,169,0.0841,"chr18:57567220..57567235,+",p1@PMAIP1,e:5366,h:9108,u:Q8N589,PMAIP1,"phorbol-12-myristate-13-acetate-induced protein 1","gene with protein product"
1271,T093900,169,0.0840,"chr1:36590788..36590803,-",p2@COL8A2,e:1296,h:2216,u:P25067,COL8A2,"collagen type VIII alpha 2 chain","gene with protein product"
1272,T102835,168,0.0838,"chr20:57466523..57466530,+",p70@GNAS,e:2778,h:4392,,GNAS,"GNAS complex locus","gene with protein product"
1273,T094389,168,0.0837,"chr1:40997363..40997392,+",p2@ZNF684,e:127396,h:28418,,ZNF684,"zinc finger protein 684","gene with protein product"
1274,T163408,168,0.0837,"chr6:2971470..2971484,-",p11@SERPINB6,e:5269,h:8950,u:P35237,SERPINB6,"serpin family B member 6","gene with protein product"
1275,T043935,168,0.0836,"chr15:45406522..45406525,+",p1@DUOXA2,e:405753,h:32698,"u:A6NGT3,u:Q1HG44",DUOXA2,"dual oxidase maturation factor 2","gene with protein product"
1276,T105362,168,0.0836,"chr21:42556764..42556770,-",p17@PLAC4,e:191585,h:14616,u:Q8WY50,PLAC4,"placenta specific 4","gene with protein product"
1277,T063451,168,0.0836,"chr17:74380949..74380975,+",p6@SPHK1,e:8877,h:11240,"u:Q9NYA1,u:Q96GK1",SPHK1,"sphingosine kinase 1","gene with protein product"
1278,T085276,168,0.0835,"chr1:167599532..167599568,+",p3@RCSD1,e:92241,h:28310,,RCSD1,"RCSD domain containing 1","gene with protein product"
1279,T123249,167,0.0833,"chr2:47168630..47168680,+",p2@TTC7A,e:57217,h:19750,u:F5H4E1,TTC7A,"tetratricopeptide repeat domain 7A","gene with protein product"
1280,T012272,166,0.0828,"chr11:17410848..17410867,-",p2@KCNJ11,e:3767,h:6257,"u:E9PNK0,u:B4DWI4",KCNJ11,"potassium voltage-gated channel subfamily J member 11","gene with protein product"
1281,T008031,166,0.0828,"chr10:91174314..91174403,+",p2@IFIT5,e:24138,h:13328,u:Q13325,IFIT5,"interferon induced protein with tetratricopeptide repeats 5","gene with protein product"
1282,T049133,166,0.0825,"chr16:15818142..15818168,-",p15@MYH11,e:4629,h:7569,u:Q68D89,MYH11,"myosin heavy chain 11","gene with protein product"
1283,T011749,165,0.0823,"chr11:130029668..130029690,+",p1@ST14,e:6768,h:11344,u:Q9Y5Y6,ST14,"suppression of tumorigenicity 14","gene with protein product"
1284,T045437,165,0.0823,"chr15:64385981..64386077,-",p1@FAM96A,e:84191,h:26235,u:B7Z8Z5,FAM96A,"family with sequence similarity 96 member A","gene with protein product"
1285,T112929,165,0.0820,"chr2:145274998..145275012,-",p13@ZEB2,e:9839,h:14881,,ZEB2,"zinc finger E-box binding homeobox 2","gene with protein product"
1286,T080994,165,0.0819,"chr1:116915947..116915958,+",p56@ATP1A1,e:476,h:799,,ATP1A1,"ATPase Na+/K+ transporting subunit alpha 1","gene with protein product"
1287,T083300,164,0.0817,"chr1:155232102..155232113,-",p4@SCAMP3,e:10067,h:10565,,SCAMP3,"secretory carrier membrane protein 3","gene with protein product"
1288,T073660,164,0.0816,"chr19:3786253..3786322,-",p1@MATK,e:4145,h:6906,"u:F1T0G6,u:P42679,u:Q9NST8",MATK,"megakaryocyte-associated tyrosine kinase","gene with protein product"
1289,T161720,163,0.0813,"chr6:163835352..163835419,+",p8@QKI,e:9444,h:21100,"u:Q96PU8,u:Q8WY44",QKI,"QKI, KH domain containing RNA binding","gene with protein product"
1290,T066009,163,0.0813,"chr18:158384..158391,+",p4@USP14,e:9097,h:12612,"u:P54578,u:A6NJA2",USP14,"ubiquitin specific peptidase 14","gene with protein product"
1291,T061740,162,0.0806,"chr17:61950617..61950645,-",p1@CSH2,e:1443,h:2441,,CSH2,"chorionic somatomammotropin hormone 2","gene with protein product"
1292,T176519,162,0.0806,"chr7:5938351..5938379,+","p2@CCZ1B,p2@CCZ1","e:221960,e:51622","h:21691,h:21717",u:P86791,CCZ1,"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated","gene with protein product"
1293,T073910,162,0.0805,"chr19:39390652..39390663,+",p3@NFKBIB,e:4793,h:7798,"u:Q15653,u:G5E9C2",NFKBIB,"NFKB inhibitor beta","gene with protein product"
1294,T151497,161,0.0803,"chr5:158636512..158636596,-",p1@RNF145,e:153830,h:20853,"u:Q96MT1,u:A8K9Y9,u:Q8NDT8",RNF145,"ring finger protein 145","gene with protein product"
1295,T024807,161,0.0801,"chr12:39300081..39300097,-",p6@CPNE8,e:144402,h:23498,u:F8VZB5,CPNE8,"copine 8","gene with protein product"
1296,T126726,160,0.0796,"chr3:100354446..100354464,+",p3@GPR128,e:84873,h:19241,u:E9PHI0,ADGRG7,"adhesion G protein-coupled receptor G7","gene with protein product"
1297,T105361,159,0.0793,"chr21:42555115..42555132,-",p5@PLAC4,e:191585,h:14616,,PLAC4,"placenta specific 4","gene with protein product"
1298,T053405,158,0.0787,"chr16:692875..692886,+",p12@MSLN,e:10232,h:7371,,MSLN,mesothelin,"gene with protein product"
1299,T124475,157,0.0783,"chr2:68385009..68385068,+",p1@PNO1,e:56902,h:32790,u:F8WBJ6,PNO1,"partner of NOB1 homolog","gene with protein product"
1300,T010963,157,0.0781,"chr11:122526589..122526599,+",p5@UBASH3B,e:84959,h:29884,,UBASH3B,"ubiquitin associated and SH3 domain containing B","gene with protein product"
1301,T175563,155,0.0772,"chr7:43798246..43798261,+",p3@BLVRA,e:644,h:1062,u:P53004,BLVRA,"biliverdin reductase A","gene with protein product"
1302,T127018,154,0.0768,"chr3:105085587..105085610,+",p3@ALCAM,e:214,h:400,"u:B4DTU0,u:Q13740,u:B3KNN9,u:Q6PEY4",ALCAM,"activated leukocyte cell adhesion molecule","gene with protein product"
1303,T023769,154,0.0767,"chr12:19592602..19592648,+",p1@AEBP2,e:121536,h:24051,"u:Q6ZN18,u:B3KXA1",AEBP2,"AE binding protein 2","gene with protein product"
1304,T160156,154,0.0767,"chr6:144471637..144471640,+",p2@STX11,e:8676,h:11429,u:O75558,STX11,"syntaxin 11","gene with protein product"
1305,T199008,154,0.0764,"chrX:23802434..23802449,+",p6@SAT1,e:6303,h:10540,,SAT1,"spermidine/spermine N1-acetyltransferase 1","gene with protein product"
1306,T057575,153,0.0764,"chr17:36003487..36003498,-",p2@DDX52,e:11056,h:20038,"u:Q9Y2R4,u:A8MTP9,u:Q59H21",DDX52,"DExD-box helicase 52","gene with protein product"
1307,T089478,153,0.0763,"chr1:212873084..212873137,-",p2@BATF3,e:55509,h:28915,u:Q9NR55,BATF3,"basic leucine zipper ATF-like transcription factor 3","gene with protein product"
1308,T064521,152,0.0757,"chr17:78120861..78120872,-",p5@EIF4A3,e:9775,h:18683,,EIF4A3,"eukaryotic translation initiation factor 4A3","gene with protein product"
1309,T105366,151,0.0752,"chr21:42557359..42557365,-",p4@PLAC4,e:191585,h:14616,u:Q8WY50,PLAC4,"placenta specific 4","gene with protein product"
1310,T055795,150,0.0747,"chr17:16318909..16318928,+",p3@TRPV2,e:51393,h:18082,u:Q9Y5S1,TRPV2,"transient receptor potential cation channel subfamily V member 2","gene with protein product"
1311,T016642,149,0.0741,"chr11:64646086..64646101,-",p1@EHD1,e:10938,h:3242,u:F5H5B6,EHD1,"EH domain containing 1","gene with protein product"
1312,T191281,148,0.0739,"chr9:139258235..139258245,-",p3@DNLZ,e:728489,h:33879,u:Q5SXM8,DNLZ,"DNL-type zinc finger","gene with protein product"
1313,T197311,148,0.0738,"chrX:133792480..133792522,-",p1@PLAC1,e:10761,h:9044,u:Q9HBJ0,PLAC1,"placenta specific 1","gene with protein product"
1314,T119388,147,0.0734,"chr2:223288700..223288713,+",p3@SGPP2,e:130367,h:19953,u:Q8IWX5,SGPP2,"sphingosine-1-phosphate phosphatase 2","gene with protein product"
1315,T074966,146,0.0727,"chr19:43244610..43244652,-",p1@PSG3,e:5671,h:9520,u:Q16557,PSG3,"pregnancy specific beta-1-glycoprotein 3","gene with protein product"
1316,T128195,146,0.0727,"chr3:122283621..122283636,-",p3@PARP9,e:83666,h:24118,u:Q8IXQ6,PARP9,"poly(ADP-ribose) polymerase family member 9","gene with protein product"
1317,T154723,146,0.0726,"chr5:56469815..56469837,+",p3@GPBP1,e:65056,h:29520,,GPBP1,"GC-rich promoter binding protein 1","gene with protein product"
1318,T176693,146,0.0726,"chr7:65447176..65447190,-",p2@GUSB,e:2990,h:4696,u:F2Z3L6,GUSB,"glucuronidase beta","gene with protein product"
1319,T080291,146,0.0724,"chr1:110453427..110453449,+",p2@CSF1,e:1435,h:2432,u:E9PJA2,CSF1,"colony stimulating factor 1","gene with protein product"
1320,T199039,145,0.0720,"chrX:24167086..24167111,+",p4@ZFX,e:7543,h:12869,,ZFX,"zinc finger protein, X-linked","gene with protein product"
1321,T076787,143,0.0714,"chr19:50015870..50015934,+",p2@FCGRT,e:2217,h:3621,u:P55899,FCGRT,"Fc fragment of IgG receptor and transporter","gene with protein product"
1322,T155207,143,0.0713,"chr5:6633657..6633672,+",p3@SRD5A1,e:6715,h:11284,u:F5GXK9,SRD5A1,"steroid 5 alpha-reductase 1","gene with protein product"
1323,T078736,143,0.0713,"chr19:59066452..59066496,-",p1@CHMP2A,e:27243,h:30216,u:O43633,CHMP2A,"charged multivesicular body protein 2A","gene with protein product"
1324,T092978,142,0.0708,"chr1:27961687..27961704,-",p2@FGR,e:2268,h:3697,"u:F5H3M4,u:P09769",FGR,"FGR proto-oncogene, Src family tyrosine kinase","gene with protein product"
1325,T160401,141,0.0700,"chr6:148664100..148664203,+",p4@SASH1,e:23328,h:19182,u:O94885,SASH1,"SAM and SH3 domain containing 1","gene with protein product"
1326,T199999,140,0.0695,"chrX:47863414..47863425,-",p3@ZNF182,e:7569,h:13001,"u:P17025,u:Q96QH7",ZNF182,"zinc finger protein 182","gene with protein product"
1327,T153993,140,0.0695,"chr5:39371391..39371396,-",p8@C9,e:735,h:1358,,C9,"complement C9","gene with protein product"
1328,T007951,139,0.0693,"chr10:90984960..90985007,-",p7@LIPA,e:3988,h:6617,,LIPA,"lipase A, lysosomal acid type","gene with protein product"
1329,T006936,139,0.0693,"chr10:76871353..76871394,+",p2@SAMD8,e:142891,h:26320,u:Q96LT4,SAMD8,"sterile alpha motif domain containing 8","gene with protein product"
1330,T143267,139,0.0692,"chr4:2747900..2747922,-",p3@TNIP2,e:79155,h:19118,,TNIP2,"TNFAIP3 interacting protein 2","gene with protein product"
1331,T106666,138,0.0688,"chr22:20104486..20104529,-",p2@TRMT2A,e:27037,h:24974,,TRMT2A,"tRNA methyltransferase 2 homolog A","gene with protein product"
1332,T120899,138,0.0688,"chr2:240964716..240964792,-",p1@NDUFA10,e:4705,h:7684,"u:Q8WXC9,u:E7ESZ7,u:Q8N1B9,u:F8WEH0,u:C9JGP9,u:C9J6X0",NDUFA10,"NADH:ubiquinone oxidoreductase subunit A10","gene with protein product"
1333,T172873,138,0.0687,"chr7:151574445..151574459,-",p10@PRKAG2,e:51422,h:9386,"u:Q9UGJ0,u:Q8NCK6",PRKAG2,"protein kinase AMP-activated non-catalytic subunit gamma 2","gene with protein product"
1334,T183394,138,0.0687,"chr8:23082897..23082963,-",p2@TNFRSF10A,e:8797,h:11904,u:O00220,TNFRSF10A,"TNF receptor superfamily member 10a","gene with protein product"
1335,T131828,138,0.0686,"chr3:174577105..174577136,+",p2@NAALADL2,e:254827,h:23219,u:Q58DX5,NAALADL2,"N-acetylated alpha-linked acidic dipeptidase like 2","gene with protein product"
1336,T119089,137,0.0683,"chr2:220025263..220025286,-",p3@NHEJ1,e:79840,h:25737,u:C9JWV4,NHEJ1,"non-homologous end joining factor 1","gene with protein product"
1337,T135821,137,0.0682,"chr3:50273625..50273655,+",p1@GNAI2,e:2771,h:4385,"u:F8WE78,u:F5GZL8,u:B3KP24,u:B3KX51,u:P04899",GNAI2,"G protein subunit alpha i2","gene with protein product"
1338,T157381,137,0.0682,"chr6:106534192..106534224,+",p1@PRDM1,e:639,h:9346,"u:O75626,u:Q5T4E8",PRDM1,"PR/SET domain 1","gene with protein product"
1339,T110807,136,0.0678,"chr2:108905325..108905378,+",p1@SULT1C2,e:6819,h:11456,"u:B8ZZF7,u:B4DLP0,u:C9JSR0",SULT1C2,"sulfotransferase family 1C member 2","gene with protein product"
1340,T020574,136,0.0678,"chr12:107380910..107380947,-",p2@MTERFD3,e:80298,h:30779,u:Q49AM1,MTERF2,"mitochondrial transcription termination factor 2","gene with protein product"
1341,T074982,136,0.0677,"chr19:43383824..43383841,-",p2@PSG1,e:5669,h:9514,u:G5E9F7,PSG1,"pregnancy specific beta-1-glycoprotein 1","gene with protein product"
1342,T013749,136,0.0677,"chr11:34535332..34535347,-",p2@ELF5,e:2001,h:3320,"u:A6XAE6,u:A8K443,u:Q9UKW6",ELF5,"E74 like ETS transcription factor 5","gene with protein product"
1343,T126319,134,0.0667,"chr2:96811170..96811186,-",p1@DUSP2,e:1844,h:3068,u:Q05923,DUSP2,"dual specificity phosphatase 2","gene with protein product"
1344,T034860,134,0.0667,"chr13:98086445..98086493,+",p1@RAP2A,e:5911,h:9861,u:P10114,RAP2A,"RAP2A, member of RAS oncogene family","gene with protein product"
1345,T144152,134,0.0667,"chr4:48082192..48082207,-",p3@TXK,e:7294,h:12434,"u:D6RA14,u:D6RBM7",TXK,"TXK tyrosine kinase","gene with protein product"
1346,T175029,133,0.0662,"chr7:35734790..35734802,-",p7@HERPUD2,e:64224,h:21915,u:Q9BSE4,HERPUD2,"HERPUD family member 2","gene with protein product"
1347,T060166,131,0.0654,"chr17:47723874..47723882,-",p4@SPOP,e:8405,h:11254,u:D6RD94,SPOP,"speckle type BTB/POZ protein","gene with protein product"
1348,T179298,131,0.0652,"chr8:103251274..103251292,-",p3@RRM2B,e:50484,h:17296,u:Q7LG56,RRM2B,"ribonucleotide reductase regulatory TP53 inducible subunit M2B","gene with protein product"
1349,T022433,131,0.0652,"chr12:123717947..123717958,+",p4@C12orf65,e:91574,h:26784,,C12orf65,"chromosome 12 open reading frame 65","gene with protein product"
1350,T059456,130,0.0647,"chr17:43299128..43299150,+",p5@FMNL1,e:752,h:1212,u:O95466,FMNL1,"formin like 1","gene with protein product"
1351,T028408,129,0.0643,"chr12:69004736..69004747,+",p3@RAP1B,e:5908,h:9857,u:F5H077,RAP1B,"RAP1B, member of RAS oncogene family","gene with protein product"
1352,T025122,127,0.0633,"chr12:45609862..45609886,+",p1@ANO6,e:196527,h:25240,"u:B9EGG0,u:E9PCT2,u:B4DZA5,u:Q4KMQ2",ANO6,"anoctamin 6","gene with protein product"
1353,T067328,127,0.0632,"chr18:43652324..43652333,-",p12@PSTPIP2,e:9050,h:9581,u:Q9H939,PSTPIP2,"proline-serine-threonine phosphatase interacting protein 2","gene with protein product"
1354,T123170,127,0.0630,"chr2:46524897..46524911,+",p2@EPAS1,e:2034,h:3374,,EPAS1,"endothelial PAS domain protein 1","gene with protein product"
1355,T040628,126,0.0628,"chr14:76044983..76045015,+",p2@FLVCR2,e:55640,h:20105,u:Q9UPI3,FLVCR2,"feline leukemia virus subgroup C cellular receptor family member 2","gene with protein product"
1356,T160155,125,0.0623,"chr6:144471598..144471626,+",p11@STX11,e:8676,h:11429,u:O75558,STX11,"syntaxin 11","gene with protein product"
1357,T112512,125,0.0621,"chr2:136743169..136743211,-",p1@DARS,e:1615,h:2678,"u:P14868,u:Q53T60",DARS,"aspartyl-tRNA synthetase","gene with protein product"
1358,T013622,124,0.0618,"chr11:33107734..33107742,-",p4@CSTF3,e:1479,h:2485,,CSTF3,"cleavage stimulation factor subunit 3","gene with protein product"
1359,T087198,123,0.0613,"chr1:193091236..193091275,+",p2@CDC73,e:79577,h:16783,u:B4DV47,CDC73,"cell division cycle 73","gene with protein product"
1360,T144805,123,0.0613,"chr4:682960..683012,-",p1@MFSD7,e:84179,h:26177,"u:D6RED0,u:D6R9R0,u:Q6UXD7",MFSD7,"major facilitator superfamily domain containing 7","gene with protein product"
1361,T058790,123,0.0612,"chr17:40704938..40704943,+",p1@HSD17B1,e:3292,h:5210,u:B4DU11,HSD17B1,"hydroxysteroid 17-beta dehydrogenase 1","gene with protein product"
1362,T140991,122,0.0608,"chr4:156824840..156824858,+",p1@TDO2,e:6999,h:11708,u:P48775,TDO2,"tryptophan 2,3-dioxygenase","gene with protein product"
1363,T015160,122,0.0608,"chr11:57435282..57435333,+",p2@ZDHHC5,e:25921,h:18472,u:Q9C0B5,ZDHHC5,"zinc finger DHHC-type containing 5","gene with protein product"
1364,T174051,121,0.0603,"chr7:2393714..2393749,+",p2@EIF3B,e:8662,h:3280,u:C9JQN7,EIF3B,"eukaryotic translation initiation factor 3 subunit B","gene with protein product"
1365,T052314,120,0.0598,"chr16:56598984..56598990,+",p1@MT4,e:84560,h:18705,u:P47944,MT4,"metallothionein 4","gene with protein product"
1366,T007584,120,0.0598,"chr10:85954282..85954314,+",p1@CDHR1,e:92211,h:14550,,CDHR1,"cadherin related family member 1","gene with protein product"
1367,T084817,120,0.0597,"chr1:161475635..161475666,+",p4@FCGR2A,e:2212,h:3616,,FCGR2A,"Fc fragment of IgG receptor IIa","gene with protein product"
1368,T028755,120,0.0596,"chr12:7060414..7060423,+",p9@PTPN6,e:5777,h:9658,u:F5H0N8,PTPN6,"protein tyrosine phosphatase, non-receptor type 6","gene with protein product"
1369,T120900,119,0.0593,"chr2:240964798..240964808,-",p2@NDUFA10,e:4705,h:7684,"u:Q59FM0,u:Q8N1B9,u:Q8WXC9",NDUFA10,"NADH:ubiquinone oxidoreductase subunit A10","gene with protein product"
1370,T094281,119,0.0593,"chr1:40367668..40367684,-",p2@MYCL1,e:4610,h:7555,u:P12524,MYCL,"v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog","gene with protein product"
1371,T188100,119,0.0592,"chr9:107690428..107690442,-",p1@ABCA1,e:19,h:29,u:B1AMI1,ABCA1,"ATP binding cassette subfamily A member 1","gene with protein product"
1372,T040291,118,0.0588,"chr14:73930324..73930350,-",p2@NUMB,e:8650,h:8060,,NUMB,"NUMB, endocytic adaptor protein","gene with protein product"
1373,T055630,118,0.0588,"chr17:1466030..1466129,-",p1@PITPNA,e:5306,h:9001,"u:Q00169,u:F5GWE5",PITPNA,"phosphatidylinositol transfer protein alpha","gene with protein product"
1374,T126939,118,0.0587,"chr3:10206567..10206582,+",p2@IRAK2,e:3656,h:6113,u:O43187,IRAK2,"interleukin 1 receptor associated kinase 2","gene with protein product"
1375,T175973,118,0.0586,"chr7:47493297..47493315,-",p20@TNS3,e:64759,h:21616,u:C9JWN9,TNS3,"tensin 3","gene with protein product"
1376,T144168,117,0.0584,"chr4:48343523..48343598,+",p1@SLAIN2,e:57606,h:29282,u:Q9P270,SLAIN2,"SLAIN motif family member 2","gene with protein product"
1377,T079490,117,0.0584,"chr19:8567478..8567493,-",p2@PRAM1,e:84106,h:30091,,PRAM1,"PML-RARA regulated adaptor molecule 1","gene with protein product"
1378,T146761,117,0.0583,"chr4:89080003..89080075,-",p1@ABCG2,e:9429,h:74,u:Q9UNQ0,ABCG2,"ATP binding cassette subfamily G member 2 (Junior blood group)","gene with protein product"
1379,T068234,117,0.0582,"chr18:60190226..60190314,+",p1@ZCCHC2,e:54877,h:22916,"u:Q9C0B9,u:Q9BRD4",ZCCHC2,"zinc finger CCHC-type containing 2","gene with protein product"
1380,T056183,116,0.0577,"chr17:19552057..19552099,+",p1@ALDH3A2,e:224,h:403,"u:P51648,u:Q6I9T3",ALDH3A2,"aldehyde dehydrogenase 3 family member A2","gene with protein product"
1381,T056835,116,0.0577,"chr17:27916681..27916692,-",p3@GIT1,e:28964,h:4272,u:Q9Y2X7,GIT1,"GIT ArfGAP 1","gene with protein product"
1382,T131165,116,0.0576,"chr3:160283348..160283366,-",p1@KPNA4,e:3840,h:6397,,KPNA4,"karyopherin subunit alpha 4","gene with protein product"
1383,T153111,115,0.0573,"chr5:179921344..179921423,+",p1@CNOT6,e:57472,h:14099,u:Q9ULM6,CNOT6,"CCR4-NOT transcription complex subunit 6","gene with protein product"
1384,T168108,115,0.0572,"chr6:84222196..84222218,+",p2@PRSS35,e:167681,h:21387,u:Q8N3Z0,PRSS35,"protease, serine 35","gene with protein product"
1385,T194567,115,0.0572,"chr9:90112820..90112831,+",p6@DAPK1,e:1612,h:2674,,DAPK1,"death associated protein kinase 1","gene with protein product"
1386,T086254,114,0.0569,"chr1:180601251..180601278,+",p3@XPR1,e:9213,h:12827,,XPR1,"xenotropic and polytropic retrovirus receptor 1","gene with protein product"
1387,T188967,114,0.0569,"chr9:118687946..118687951,-",p5@LINC00474,,h:23367,,LINC00474,"long intergenic non-protein coding RNA 474","RNA, long non-coding"
1388,T129303,113,0.0563,"chr3:133667806..133667817,-",p5@SLCO2A1,e:6578,h:10955,,SLCO2A1,"solute carrier organic anion transporter family member 2A1","gene with protein product"
1389,T187159,112,0.0558,"chr8:92221719..92221734,+",p2@SLC26A7,e:115111,h:14467,"u:E5RGL8,u:E5RFH2",SLC26A7,"solute carrier family 26 member 7","gene with protein product"
1390,T196903,112,0.0557,"chrX:122993916..122993966,+",p3@XIAP,e:331,h:592,u:P98170,XIAP,"X-linked inhibitor of apoptosis","gene with protein product"
1391,T058716,110,0.0549,"chr17:40440359..40440386,+",p4@STAT5A,e:6776,h:11366,,STAT5A,"signal transducer and activator of transcription 5A","gene with protein product"
1392,T059630,110,0.0548,"chr17:44928946..44928953,+",p1@WNT9B,e:7484,h:12779,u:E7EPC3,WNT9B,"Wnt family member 9B","gene with protein product"
1393,T169385,110,0.0547,"chr7:105926145..105926185,-",p7@NAMPT,e:10135,h:30092,u:C9JF35,NAMPT,"nicotinamide phosphoribosyltransferase","gene with protein product"
1394,T103547,109,0.0543,"chr20:62587794..62587805,-",p2@UCKL1,e:54963,h:15938,"u:Q53HM1,u:Q9NWZ5",UCKL1,"uridine-cytidine kinase 1 like 1","gene with protein product"
1395,T191002,109,0.0543,"chr9:137218262..137218273,+",p5@RXRA,e:6256,h:10477,"u:F1D8Q5,u:P19793,u:Q6P3U7",RXRA,"retinoid X receptor alpha","gene with protein product"
1396,T008199,108,0.0538,"chr10:94051055..94051085,+",p2@MARCH5,e:54708,h:26025,,MARCH5,"membrane associated ring-CH-type finger 5","gene with protein product"
1397,T066513,106,0.0527,"chr18:2847074..2847091,+",p2@EMILIN2,e:84034,h:19881,u:Q9BXX0,EMILIN2,"elastin microfibril interfacer 2","gene with protein product"
1398,T045852,105,0.0523,"chr15:68570209..68570224,+",p3@FEM1B,e:10116,h:3649,u:Q9UK73,FEM1B,"fem-1 homolog B","gene with protein product"
1399,T099918,105,0.0522,"chr20:32581761..32581772,+",p8@RALY,e:22913,h:15921,u:Q5QPM0,RALY,"RALY heterogeneous nuclear ribonucleoprotein","gene with protein product"
1400,T084771,104,0.0518,"chr1:161207964..161207975,-",p3@NR1I3,e:9970,h:7969,u:C0H5Y2,NR1I3,"nuclear receptor subfamily 1 group I member 3","gene with protein product"
